county,total_subsidies_1995_2021,perc_state_total,state_abb,state
"Gaines County, Texas",1476802523,0.033,TX,Texas
"Hale County, Texas",1159637316,0.026,TX,Texas
"Dawson County, Texas",1110737641,0.025,TX,Texas
"Terry County, Texas",987748081,0.022,TX,Texas
"Wharton County, Texas",954867910,0.021,TX,Texas
"Lamb County, Texas",928633397,0.021,TX,Texas
"Floyd County, Texas",877686118,0.02,TX,Texas
"Lubbock County, Texas",874170512,0.02,TX,Texas
"Lynn County, Texas",830835732,0.019,TX,Texas
"Hockley County, Texas",830765051,0.019,TX,Texas
"Parmer County, Texas",813294238,0.018,TX,Texas
"Deaf Smith County, Texas",783123450,0.018,TX,Texas
"Castro County, Texas",761982788,0.017,TX,Texas
"Swisher County, Texas",733971055,0.017,TX,Texas
"Nueces County, Texas",671759938,0.015,TX,Texas
"Hidalgo County, Texas",632857621,0.014,TX,Texas
"Crosby County, Texas",595652736,0.013,TX,Texas
"Yoakum County, Texas",561327233,0.013,TX,Texas
"San Patricio County, Texas",556674369,0.013,TX,Texas
"Martin County, Texas",550781170,0.012,TX,Texas
"Cochran County, Texas",544765006,0.012,TX,Texas
"Matagorda County, Texas",513809035,0.012,TX,Texas
"Bailey County, Texas",509141200,0.011,TX,Texas
"Dallam County, Texas",506607744,0.011,TX,Texas
"Hansford County, Texas",478410366,0.011,TX,Texas
"Sherman County, Texas",477275093,0.011,TX,Texas
"Jackson County, Texas",474934257,0.011,TX,Texas
"Howard County, Texas",463780577,0.01,TX,Texas
"Haskell County, Texas",451758576,0.01,TX,Texas
"Tom Green County, Texas",429929957,0.01,TX,Texas
"Cameron County, Texas",428452287,0.01,TX,Texas
"Jones County, Texas",427408467,0.01,TX,Texas
"Hartley County, Texas",425046837,0.01,TX,Texas
"Willacy County, Texas",398397008,0.009,TX,Texas
"Moore County, Texas",392152104,0.009,TX,Texas
"Fisher County, Texas",388443594,0.009,TX,Texas
"Ochiltree County, Texas",364497572,0.008,TX,Texas
"Collingsworth County, Texas",352349163,0.008,TX,Texas
"Glasscock County, Texas",348476617,0.008,TX,Texas
"Colorado County, Texas",341949717,0.008,TX,Texas
"Carson County, Texas",339107601,0.008,TX,Texas
"Hall County, Texas",327361336,0.007,TX,Texas
"Runnels County, Texas",322395990,0.007,TX,Texas
"Hill County, Texas",301066676,0.007,TX,Texas
"Fort Bend County, Texas",286820069,0.006,TX,Texas
"Brazoria County, Texas",282573705,0.006,TX,Texas
"Scurry County, Texas",281977551,0.006,TX,Texas
"Williamson County, Texas",272669235,0.006,TX,Texas
"Wilbarger County, Texas",251121850,0.006,TX,Texas
"Randall County, Texas",243416826,0.005,TX,Texas
"Knox County, Texas",237382695,0.005,TX,Texas
"Briscoe County, Texas",235692943,0.005,TX,Texas
"Jefferson County, Texas",233044372,0.005,TX,Texas
"Mitchell County, Texas",231009913,0.005,TX,Texas
"Chambers County, Texas",228696426,0.005,TX,Texas
"Ellis County, Texas",215253970,0.005,TX,Texas
"Liberty County, Texas",207181185,0.005,TX,Texas
"Nolan County, Texas",205815009,0.005,TX,Texas
"Childress County, Texas",205178845,0.005,TX,Texas
"Falls County, Texas",204037817,0.005,TX,Texas
"Victoria County, Texas",203221838,0.005,TX,Texas
"McLennan County, Texas",202609317,0.005,TX,Texas
"Lamar County, Texas",190182685,0.004,TX,Texas
"Fannin County, Texas",186387280,0.004,TX,Texas
"Milam County, Texas",181609005,0.004,TX,Texas
"Concho County, Texas",178222091,0.004,TX,Texas
"Calhoun County, Texas",172661638,0.004,TX,Texas
"Refugio County, Texas",172359135,0.004,TX,Texas
"Gray County, Texas",168146800,0.004,TX,Texas
"Starr County, Texas",163782671,0.004,TX,Texas
"Uvalde County, Texas",162849278,0.004,TX,Texas
"Jim Wells County, Texas",162836501,0.004,TX,Texas
"Hardeman County, Texas",159966549,0.004,TX,Texas
"Bell County, Texas",154945138,0.003,TX,Texas
"Baylor County, Texas",154908176,0.003,TX,Texas
"Kleberg County, Texas",153627106,0.003,TX,Texas
"Cottle County, Texas",152314896,0.003,TX,Texas
"Taylor County, Texas",152240006,0.003,TX,Texas
"Armstrong County, Texas",151850952,0.003,TX,Texas
"Wichita County, Texas",146491321,0.003,TX,Texas
"Frio County, Texas",145327317,0.003,TX,Texas
"Reagan County, Texas",145208313,0.003,TX,Texas
"Garza County, Texas",140124330,0.003,TX,Texas
"Medina County, Texas",139662219,0.003,TX,Texas
"Grayson County, Texas",138733489,0.003,TX,Texas
"Bee County, Texas",135784155,0.003,TX,Texas
"Dickens County, Texas",135779997,0.003,TX,Texas
"Collin County, Texas",135772062,0.003,TX,Texas
"Wheeler County, Texas",127514877,0.003,TX,Texas
"Navarro County, Texas",127032409,0.003,TX,Texas
"Comanche County, Texas",127026109,0.003,TX,Texas
"Foard County, Texas",126713291,0.003,TX,Texas
"Robertson County, Texas",125630691,0.003,TX,Texas
"Oldham County, Texas",122570478,0.003,TX,Texas
"Donley County, Texas",120410092,0.003,TX,Texas
"Andrews County, Texas",119773742,0.003,TX,Texas
"Red River County, Texas",119235822,0.003,TX,Texas
"Motley County, Texas",115720889,0.003,TX,Texas
"Hutchinson County, Texas",114619886,0.003,TX,Texas
"Lipscomb County, Texas",112951618,0.003,TX,Texas
"Erath County, Texas",111951641,0.003,TX,Texas
"Archer County, Texas",110734729,0.002,TX,Texas
"Pecos County, Texas",108550846,0.002,TX,Texas
"Borden County, Texas",105671786,0.002,TX,Texas
"Waller County, Texas",102769766,0.002,TX,Texas
"Stonewall County, Texas",101258337,0.002,TX,Texas
"McCulloch County, Texas",99552580,0.002,TX,Texas
"Clay County, Texas",97327621,0.002,TX,Texas
"Reeves County, Texas",96552744,0.002,TX,Texas
"Burleson County, Texas",96190198,0.002,TX,Texas
"Hopkins County, Texas",95573133,0.002,TX,Texas
"Atascosa County, Texas",93984814,0.002,TX,Texas
"Midland County, Texas",92498203,0.002,TX,Texas
"Hunt County, Texas",91013824,0.002,TX,Texas
"Guadalupe County, Texas",89013039,0.002,TX,Texas
"Coleman County, Texas",87515419,0.002,TX,Texas
"Harris County, Texas",85656428,0.002,TX,Texas
"Bowie County, Texas",84967760,0.002,TX,Texas
"Wilson County, Texas",83706832,0.002,TX,Texas
"Limestone County, Texas",83410603,0.002,TX,Texas
"Zavala County, Texas",83400093,0.002,TX,Texas
"Young County, Texas",83280434,0.002,TX,Texas
"Schleicher County, Texas",79942934,0.002,TX,Texas
"Throckmorton County, Texas",76902115,0.002,TX,Texas
"Denton County, Texas",76530752,0.002,TX,Texas
"Austin County, Texas",75284677,0.002,TX,Texas
"Eastland County, Texas",74240017,0.002,TX,Texas
"Hudspeth County, Texas",73692586,0.002,TX,Texas
"Cooke County, Texas",72099879,0.002,TX,Texas
"Live Oak County, Texas",71689448,0.002,TX,Texas
"Lavaca County, Texas",69883739,0.002,TX,Texas
"Duval County, Texas",68888949,0.002,TX,Texas
"Brazos County, Texas",68848124,0.002,TX,Texas
"Coryell County, Texas",67639908,0.002,TX,Texas
"Kent County, Texas",64305024,0.001,TX,Texas
"Upton County, Texas",64195581,0.001,TX,Texas
"Johnson County, Texas",61195296,0.001,TX,Texas
"El Paso County, Texas",60375777,0.001,TX,Texas
"Crockett County, Texas",60179980,0.001,TX,Texas
"Karnes County, Texas",58470727,0.001,TX,Texas
"Fayette County, Texas",58414611,0.001,TX,Texas
"Travis County, Texas",57872494,0.001,TX,Texas
"Gillespie County, Texas",57756782,0.001,TX,Texas
"Gonzales County, Texas",57302795,0.001,TX,Texas
"Val Verde County, Texas",56836900,0.001,TX,Texas
"Houston County, Texas",56081221,0.001,TX,Texas
"Edwards County, Texas",55616032,0.001,TX,Texas
"Delta County, Texas",55346126,0.001,TX,Texas
"Callahan County, Texas",54664639,0.001,TX,Texas
"Mason County, Texas",51878125,0.001,TX,Texas
"Hamilton County, Texas",50853043,0.001,TX,Texas
"Brown County, Texas",50578554,0.001,TX,Texas
"King County, Texas",50570443,0.001,TX,Texas
"Potter County, Texas",50569319,0.001,TX,Texas
"Shackelford County, Texas",48153026,0.001,TX,Texas
"San Saba County, Texas",48109989,0.001,TX,Texas
"Kaufman County, Texas",47417184,0.001,TX,Texas
"Bexar County, Texas",47397776,0.001,TX,Texas
"Caldwell County, Texas",45326126,0.001,TX,Texas
"Wise County, Texas",45303227,0.001,TX,Texas
"Webb County, Texas",44455702,0.001,TX,Texas
"Montague County, Texas",44339766,0.001,TX,Texas
"Hemphill County, Texas",44302902,0.001,TX,Texas
"Culberson County, Texas",43725791,0.001,TX,Texas
"Roberts County, Texas",43431440,0.001,TX,Texas
"Sutton County, Texas",39942643,0.001,TX,Texas
"Van Zandt County, Texas",38663640,0.001,TX,Texas
"Bastrop County, Texas",38538378,0.001,TX,Texas
"Kinney County, Texas",37994932,0.001,TX,Texas
"Galveston County, Texas",37671823,0.001,TX,Texas
"La Salle County, Texas",36797588,0.001,TX,Texas
"Brewster County, Texas",35308142,0.001,TX,Texas
"Goliad County, Texas",34591724,0.001,TX,Texas
"DeWitt County, Texas",34530637,0.001,TX,Texas
"Bosque County, Texas",32037780,0.001,TX,Texas
"Leon County, Texas",31192215,0.001,TX,Texas
"Kimble County, Texas",31176213,0.001,TX,Texas
"Coke County, Texas",31166230,0.001,TX,Texas
"Lee County, Texas",31103199,0.001,TX,Texas
"Freestone County, Texas",30990534,0.001,TX,Texas
"Cherokee County, Texas",30742574,0.001,TX,Texas
"Washington County, Texas",30020116,0.001,TX,Texas
"Mills County, Texas",28415290,0.001,TX,Texas
"Menard County, Texas",26243284,0.001,TX,Texas
"Terrell County, Texas",25903439,0.001,TX,Texas
"Anderson County, Texas",25088570,0.001,TX,Texas
"Henderson County, Texas",24837812,0.001,TX,Texas
"Presidio County, Texas",24710391,0.001,TX,Texas
"Dallas County, Texas",24475074,0.001,TX,Texas
"Jeff Davis County, Texas",24369814,0.001,TX,Texas
"Wood County, Texas",23072575,0.001,TX,Texas
"Brooks County, Texas",23021674,0.001,TX,Texas
"Sterling County, Texas",22023938,0,TX,Texas
"Llano County, Texas",21619768,0,TX,Texas
"Stephens County, Texas",20910473,0,TX,Texas
"Dimmit County, Texas",20422919,0,TX,Texas
"Grimes County, Texas",20263780,0,TX,Texas
"Jim Hogg County, Texas",19879771,0,TX,Texas
"Irion County, Texas",19814986,0,TX,Texas
"Jack County, Texas",19686069,0,TX,Texas
"Lampasas County, Texas",19269581,0,TX,Texas
"Maverick County, Texas",18948387,0,TX,Texas
"Hays County, Texas",18524307,0,TX,Texas
"Madison County, Texas",18149265,0,TX,Texas
"Franklin County, Texas",17590619,0,TX,Texas
"Tarrant County, Texas",16333584,0,TX,Texas
"Parker County, Texas",16052796,0,TX,Texas
"Nacogdoches County, Texas",16044354,0,TX,Texas
"Upshur County, Texas",15202496,0,TX,Texas
"Kerr County, Texas",14836246,0,TX,Texas
"Palo Pinto County, Texas",14783847,0,TX,Texas
"Zapata County, Texas",14413270,0,TX,Texas
"Rockwall County, Texas",14048419,0,TX,Texas
"Smith County, Texas",13627540,0,TX,Texas
"Blanco County, Texas",12613976,0,TX,Texas
"Rains County, Texas",12151367,0,TX,Texas
"McMullen County, Texas",12059814,0,TX,Texas
"Burnet County, Texas",12052318,0,TX,Texas
"Panola County, Texas",11701210,0,TX,Texas
"Shelby County, Texas",11527367,0,TX,Texas
"Kenedy County, Texas",11173020,0,TX,Texas
"Titus County, Texas",10484530,0,TX,Texas
"Kendall County, Texas",10390639,0,TX,Texas
"Rusk County, Texas",10048772,0,TX,Texas
"Hood County, Texas",9181292,0,TX,Texas
"Camp County, Texas",9120499,0,TX,Texas
"Hardin County, Texas",8896126,0,TX,Texas
"Cass County, Texas",8691827,0,TX,Texas
"Angelina County, Texas",8580835,0,TX,Texas
"Ward County, Texas",8510803,0,TX,Texas
"Crane County, Texas",7924587,0,TX,Texas
"Bandera County, Texas",7473147,0,TX,Texas
"Orange County, Texas",7411587,0,TX,Texas
"Ector County, Texas",6770065,0,TX,Texas
"Jasper County, Texas",6490757,0,TX,Texas
"Walker County, Texas",6474110,0,TX,Texas
"Morris County, Texas",6423365,0,TX,Texas
"Winkler County, Texas",6336751,0,TX,Texas
"Harrison County, Texas",5926085,0,TX,Texas
"Comal County, Texas",5147719,0,TX,Texas
"Trinity County, Texas",5126256,0,TX,Texas
"Montgomery County, Texas",5035717,0,TX,Texas
"Polk County, Texas",4926910,0,TX,Texas
"Aransas County, Texas",4794775,0,TX,Texas
"Loving County, Texas",4445507,0,TX,Texas
"San Jacinto County, Texas",3886366,0,TX,Texas
"Tyler County, Texas",3867553,0,TX,Texas
"San Augustine County, Texas",3666233,0,TX,Texas
"Real County, Texas",3398079,0,TX,Texas
"Somervell County, Texas",2473988,0,TX,Texas
"Newton County, Texas",1853592,0,TX,Texas
"Sabine County, Texas",1317356,0,TX,Texas
"Marion County, Texas",1282245,0,TX,Texas
"Gregg County, Texas",1112396,0,TX,Texas
"Houston County, Alabama",350998000,0.071,AL,Alabama
"Geneva County, Alabama",321433795,0.065,AL,Alabama
"Limestone County, Alabama",246641625,0.05,AL,Alabama
"Coffee County, Alabama",240930295,0.049,AL,Alabama
"Henry County, Alabama",234407021,0.047,AL,Alabama
"Lawrence County, Alabama",217405975,0.044,AL,Alabama
"Madison County, Alabama",201523931,0.041,AL,Alabama
"Escambia County, Alabama",174815338,0.035,AL,Alabama
"Baldwin County, Alabama",174047162,0.035,AL,Alabama
"Covington County, Alabama",161780389,0.033,AL,Alabama
"Lauderdale County, Alabama",143333649,0.029,AL,Alabama
"Dallas County, Alabama",134180301,0.027,AL,Alabama
"Dale County, Alabama",132868459,0.027,AL,Alabama
"Barbour County, Alabama",130574364,0.026,AL,Alabama
"Monroe County, Alabama",126055547,0.025,AL,Alabama
"Colbert County, Alabama",121964464,0.025,AL,Alabama
"Pike County, Alabama",104790830,0.021,AL,Alabama
"Cherokee County, Alabama",101169432,0.02,AL,Alabama
"Mobile County, Alabama",94010795,0.019,AL,Alabama
"Jackson County, Alabama",84728347,0.017,AL,Alabama
"DeKalb County, Alabama",68198533,0.014,AL,Alabama
"Elmore County, Alabama",62576049,0.013,AL,Alabama
"Autauga County, Alabama",61027557,0.012,AL,Alabama
"Perry County, Alabama",56642274,0.011,AL,Alabama
"Crenshaw County, Alabama",54877856,0.011,AL,Alabama
"Lowndes County, Alabama",54860782,0.011,AL,Alabama
"Marengo County, Alabama",51817017,0.01,AL,Alabama
"Montgomery County, Alabama",50954933,0.01,AL,Alabama
"Talladega County, Alabama",46609273,0.009,AL,Alabama
"Hale County, Alabama",44119324,0.009,AL,Alabama
"Conecuh County, Alabama",41396567,0.008,AL,Alabama
"Russell County, Alabama",40343388,0.008,AL,Alabama
"Cullman County, Alabama",39426271,0.008,AL,Alabama
"Morgan County, Alabama",37459675,0.008,AL,Alabama
"Wilcox County, Alabama",34838193,0.007,AL,Alabama
"Marshall County, Alabama",33539868,0.007,AL,Alabama
"Macon County, Alabama",31022234,0.006,AL,Alabama
"Sumter County, Alabama",30685618,0.006,AL,Alabama
"Tuscaloosa County, Alabama",29680005,0.006,AL,Alabama
"Butler County, Alabama",28060442,0.006,AL,Alabama
"Bullock County, Alabama",27284258,0.006,AL,Alabama
"Pickens County, Alabama",26557866,0.005,AL,Alabama
"Chilton County, Alabama",26476753,0.005,AL,Alabama
"Blount County, Alabama",26442285,0.005,AL,Alabama
"Etowah County, Alabama",25277483,0.005,AL,Alabama
"Franklin County, Alabama",23911882,0.005,AL,Alabama
"Calhoun County, Alabama",23882220,0.005,AL,Alabama
"Greene County, Alabama",23434180,0.005,AL,Alabama
"Marion County, Alabama",22764364,0.005,AL,Alabama
"Fayette County, Alabama",20697009,0.004,AL,Alabama
"Shelby County, Alabama",20138694,0.004,AL,Alabama
"Lee County, Alabama",18615015,0.004,AL,Alabama
"Randolph County, Alabama",18199959,0.004,AL,Alabama
"Washington County, Alabama",15241973,0.003,AL,Alabama
"Lamar County, Alabama",13908964,0.003,AL,Alabama
"Chambers County, Alabama",13693598,0.003,AL,Alabama
"Clay County, Alabama",11177329,0.002,AL,Alabama
"Tallapoosa County, Alabama",11004764,0.002,AL,Alabama
"Clarke County, Alabama",8650559,0.002,AL,Alabama
"Cleburne County, Alabama",7754752,0.002,AL,Alabama
"Saint Clair County, Alabama",7325942,0.001,AL,Alabama
"Choctaw County, Alabama",6487188,0.001,AL,Alabama
"Winston County, Alabama",5672448,0.001,AL,Alabama
"Bibb County, Alabama",5274231,0.001,AL,Alabama
"Walker County, Alabama",4722567,0.001,AL,Alabama
"Coosa County, Alabama",2112718,0,AL,Alabama
"Jefferson County, Alabama",1494912,0,AL,Alabama
"Pinal County, Arizona",725551123,0.306,AZ,Arizona
"Maricopa County, Arizona",664336633,0.28,AZ,Arizona
"Yuma County, Arizona",194553600,0.082,AZ,Arizona
"Cochise County, Arizona",161930533,0.068,AZ,Arizona
"La Paz County, Arizona",121157901,0.051,AZ,Arizona
"Graham County, Arizona",107959949,0.046,AZ,Arizona
"Pima County, Arizona",80336548,0.034,AZ,Arizona
"Apache County, Arizona",73912276,0.031,AZ,Arizona
"Coconino County, Arizona",66738071,0.028,AZ,Arizona
"Navajo County, Arizona",53960579,0.023,AZ,Arizona
"Mohave County, Arizona",50529161,0.021,AZ,Arizona
"Yavapai County, Arizona",28375233,0.012,AZ,Arizona
"Gila County, Arizona",23793772,0.01,AZ,Arizona
"Greenlee County, Arizona",11196817,0.005,AZ,Arizona
"Santa Cruz County, Arizona",6783999,0.003,AZ,Arizona
"Fresno County, California",1950119872,0.119,CA,California
"Tulare County, California",1527231397,0.093,CA,California
"Kern County, California",1465815510,0.09,CA,California
"Colusa County, California",937197095,0.057,CA,California
"Kings County, California",842698855,0.052,CA,California
"Merced County, California",839159427,0.051,CA,California
"San Joaquin County, California",795926102,0.049,CA,California
"Sutter County, California",734823802,0.045,CA,California
"Butte County, California",674504449,0.041,CA,California
"Glenn County, California",630782089,0.039,CA,California
"Stanislaus County, California",562013993,0.034,CA,California
"Madera County, California",506122332,0.031,CA,California
"Yolo County, California",418629200,0.026,CA,California
"Imperial County, California",254427722,0.016,CA,California
"Yuba County, California",243198523,0.015,CA,California
"San Luis Obispo County, California",242939767,0.015,CA,California
"Riverside County, California",217360135,0.013,CA,California
"Sacramento County, California",207237599,0.013,CA,California
"Ventura County, California",203423761,0.012,CA,California
"Monterey County, California",169552401,0.01,CA,California
"Sonoma County, California",169356740,0.01,CA,California
"Tehama County, California",145438737,0.009,CA,California
"Solano County, California",144053741,0.009,CA,California
"Santa Barbara County, California",129872694,0.008,CA,California
"Siskiyou County, California",116770250,0.007,CA,California
"Modoc County, California",101086890,0.006,CA,California
"Napa County, California",93976970,0.006,CA,California
"San Diego County, California",90045599,0.006,CA,California
"Placer County, California",82046074,0.005,CA,California
"San Bernardino County, California",74835773,0.005,CA,California
"Humboldt County, California",59412389,0.004,CA,California
"Mendocino County, California",53370338,0.003,CA,California
"San Benito County, California",51106500,0.003,CA,California
"Lassen County, California",49845171,0.003,CA,California
"Contra Costa County, California",35605142,0.002,CA,California
"Santa Clara County, California",30443128,0.002,CA,California
"Shasta County, California",27396118,0.002,CA,California
"Lake County, California",26388038,0.002,CA,California
"Marin County, California",24053203,0.001,CA,California
"Alameda County, California",21316458,0.001,CA,California
"Santa Cruz County, California",20763181,0.001,CA,California
"Mono County, California",19140653,0.001,CA,California
"Los Angeles County, California",17962953,0.001,CA,California
"Mariposa County, California",17792879,0.001,CA,California
"Orange County, California",12231704,0.001,CA,California
"Calaveras County, California",11919241,0.001,CA,California
"Tuolumne County, California",9504832,0.001,CA,California
"Plumas County, California",9438756,0.001,CA,California
"Inyo County, California",8522230,0.001,CA,California
"Amador County, California",8514802,0.001,CA,California
"El Dorado County, California",6731821,0,CA,California
"San Mateo County, California",6145217,0,CA,California
"Del Norte County, California",5770666,0,CA,California
"Sierra County, California",4602861,0,CA,California
"Nevada County, California",1678719,0,CA,California
"Trinity County, California",1551358,0,CA,California
"Alpine County, California",541516,0,CA,California
"Kit Carson County, Colorado",906298234,0.105,CO,Colorado
"Yuma County, Colorado",831254039,0.096,CO,Colorado
"Weld County, Colorado",715610448,0.083,CO,Colorado
"Baca County, Colorado",702582698,0.081,CO,Colorado
"Washington County, Colorado",606100948,0.07,CO,Colorado
"Kiowa County, Colorado",493044146,0.057,CO,Colorado
"Prowers County, Colorado",424395981,0.049,CO,Colorado
"Logan County, Colorado",409519022,0.047,CO,Colorado
"Cheyenne County, Colorado",398742911,0.046,CO,Colorado
"Phillips County, Colorado",371532080,0.043,CO,Colorado
"Morgan County, Colorado",360283320,0.042,CO,Colorado
"Lincoln County, Colorado",343684761,0.04,CO,Colorado
"Adams County, Colorado",228352590,0.026,CO,Colorado
"Sedgwick County, Colorado",202877328,0.023,CO,Colorado
"Otero County, Colorado",143707511,0.017,CO,Colorado
"Bent County, Colorado",124814402,0.014,CO,Colorado
"Saguache County, Colorado",103601558,0.012,CO,Colorado
"Elbert County, Colorado",102217960,0.012,CO,Colorado
"Pueblo County, Colorado",97774594,0.011,CO,Colorado
"Arapahoe County, Colorado",91740447,0.011,CO,Colorado
"Alamosa County, Colorado",88358057,0.01,CO,Colorado
"Rio Grande County, Colorado",82774067,0.01,CO,Colorado
"Las Animas County, Colorado",72257096,0.008,CO,Colorado
"Moffat County, Colorado",71891381,0.008,CO,Colorado
"Crowley County, Colorado",65168224,0.008,CO,Colorado
"Conejos County, Colorado",60426990,0.007,CO,Colorado
"Montezuma County, Colorado",53398154,0.006,CO,Colorado
"Larimer County, Colorado",51215947,0.006,CO,Colorado
"Mesa County, Colorado",49706803,0.006,CO,Colorado
"Dolores County, Colorado",46235392,0.005,CO,Colorado
"Delta County, Colorado",45223272,0.005,CO,Colorado
"Montrose County, Colorado",44949035,0.005,CO,Colorado
"Routt County, Colorado",34430089,0.004,CO,Colorado
"El Paso County, Colorado",29355014,0.003,CO,Colorado
"La Plata County, Colorado",27352356,0.003,CO,Colorado
"Rio Blanco County, Colorado",26240303,0.003,CO,Colorado
"Costilla County, Colorado",23355197,0.003,CO,Colorado
"Garfield County, Colorado",20475360,0.002,CO,Colorado
"Huerfano County, Colorado",14045184,0.002,CO,Colorado
"Boulder County, Colorado",12532047,0.001,CO,Colorado
"San Miguel County, Colorado",9990030,0.001,CO,Colorado
"Custer County, Colorado",9168113,0.001,CO,Colorado
"Gunnison County, Colorado",8504788,0.001,CO,Colorado
"Fremont County, Colorado",8230640,0.001,CO,Colorado
"Eagle County, Colorado",6727216,0.001,CO,Colorado
"Jackson County, Colorado",6375339,0.001,CO,Colorado
"Grand County, Colorado",3961587,0,CO,Colorado
"Douglas County, Colorado",3550292,0,CO,Colorado
"Denver County, Colorado",3372423,0,CO,Colorado
"Chaffee County, Colorado",3158216,0,CO,Colorado
"Park County, Colorado",2445059,0,CO,Colorado
"Archuleta County, Colorado",2291415,0,CO,Colorado
"Ouray County, Colorado",1441369,0,CO,Colorado
"Pitkin County, Colorado",781270,0,CO,Colorado
8014,401941,0,CO,Colorado
"Jefferson County, Colorado",290490,0,CO,Colorado
"Teller County, Colorado",250182,0,CO,Colorado
"Mineral County, Colorado",177087,0,CO,Colorado
"Hinsdale County, Colorado",134606,0,CO,Colorado
"Summit County, Colorado",88660,0,CO,Colorado
"Lake County, Colorado",77355,0,CO,Colorado
"Hartford County, Connecticut",84350429,0.41,CT,Connecticut
"Tolland County, Connecticut",23848114,0.116,CT,Connecticut
"New Haven County, Connecticut",22691650,0.11,CT,Connecticut
"Windham County, Connecticut",21755347,0.106,CT,Connecticut
"New London County, Connecticut",21151005,0.103,CT,Connecticut
"Litchfield County, Connecticut",20325546,0.099,CT,Connecticut
"Middlesex County, Connecticut",5324148,0.026,CT,Connecticut
"Fairfield County, Connecticut",3413237,0.017,CT,Connecticut
"Jackson County, Florida",352591267,0.074,FL,Florida
"Dade County, Florida",300378781,0.063,FL,Florida
"Polk County, Florida",258354953,0.054,FL,Florida
"Hendry County, Florida",225829175,0.047,FL,Florida
"Palm Beach County, Florida",216218664,0.045,FL,Florida
"Hardee County, Florida",186222911,0.039,FL,Florida
"Saint Lucie County, Florida",180262073,0.038,FL,Florida
"DeSoto County, Florida",178888462,0.038,FL,Florida
"Santa Rosa County, Florida",176857237,0.037,FL,Florida
"Highlands County, Florida",162491353,0.034,FL,Florida
"Hillsborough County, Florida",139493665,0.029,FL,Florida
"Collier County, Florida",130385414,0.027,FL,Florida
"Indian River County, Florida",120746547,0.025,FL,Florida
"Levy County, Florida",107373048,0.023,FL,Florida
"Manatee County, Florida",94699284,0.02,FL,Florida
"Okeechobee County, Florida",94166618,0.02,FL,Florida
"Martin County, Florida",88705598,0.019,FL,Florida
"Escambia County, Florida",86324724,0.018,FL,Florida
"Lake County, Florida",84173616,0.018,FL,Florida
"Alachua County, Florida",68844610,0.014,FL,Florida
"Lee County, Florida",67608516,0.014,FL,Florida
"Holmes County, Florida",66718387,0.014,FL,Florida
"Suwannee County, Florida",61334519,0.013,FL,Florida
"Gilchrist County, Florida",60555601,0.013,FL,Florida
"Osceola County, Florida",59004957,0.012,FL,Florida
"Calhoun County, Florida",57238905,0.012,FL,Florida
"Marion County, Florida",51779211,0.011,FL,Florida
"Orange County, Florida",51653597,0.011,FL,Florida
"Glades County, Florida",51520418,0.011,FL,Florida
"Charlotte County, Florida",50387710,0.011,FL,Florida
"Walton County, Florida",50375498,0.011,FL,Florida
"Sumter County, Florida",50309553,0.011,FL,Florida
"Madison County, Florida",40412751,0.008,FL,Florida
"Volusia County, Florida",40176875,0.008,FL,Florida
"Columbia County, Florida",37748266,0.008,FL,Florida
"Washington County, Florida",37139197,0.008,FL,Florida
"Jefferson County, Florida",35867278,0.008,FL,Florida
"Okaloosa County, Florida",35617563,0.007,FL,Florida
"Hamilton County, Florida",32194429,0.007,FL,Florida
"Putnam County, Florida",32129940,0.007,FL,Florida
"Brevard County, Florida",31124176,0.007,FL,Florida
"Saint Johns County, Florida",30246919,0.006,FL,Florida
"Pasco County, Florida",28479763,0.006,FL,Florida
"Lafayette County, Florida",28389081,0.006,FL,Florida
"Gadsden County, Florida",25492409,0.005,FL,Florida
"Broward County, Florida",18873175,0.004,FL,Florida
"Flagler County, Florida",14252789,0.003,FL,Florida
"Dixie County, Florida",13404006,0.003,FL,Florida
"Hernando County, Florida",11824798,0.002,FL,Florida
"Sarasota County, Florida",10177526,0.002,FL,Florida
"Citrus County, Florida",9010363,0.002,FL,Florida
"Seminole County, Florida",7699970,0.002,FL,Florida
"Bradford County, Florida",6978020,0.001,FL,Florida
"Union County, Florida",6863343,0.001,FL,Florida
"Liberty County, Florida",6516338,0.001,FL,Florida
"Leon County, Florida",6327978,0.001,FL,Florida
"Wakulla County, Florida",4298989,0.001,FL,Florida
"Duval County, Florida",4208960,0.001,FL,Florida
"Baker County, Florida",3948460,0.001,FL,Florida
"Nassau County, Florida",3552710,0.001,FL,Florida
"Gulf County, Florida",2608639,0.001,FL,Florida
"Clay County, Florida",2533111,0.001,FL,Florida
"Taylor County, Florida",2249188,0,FL,Florida
"Bay County, Florida",2008390,0,FL,Florida
"Franklin County, Florida",1106620,0,FL,Florida
"Pinellas County, Florida",368644,0,FL,Florida
"Mitchell County, Georgia",448048536,0.041,GA,Georgia
"Dooly County, Georgia",445058674,0.041,GA,Georgia
"Worth County, Georgia",427180182,0.039,GA,Georgia
"Colquitt County, Georgia",408910671,0.038,GA,Georgia
"Decatur County, Georgia",372988363,0.034,GA,Georgia
"Early County, Georgia",342143376,0.031,GA,Georgia
"Bulloch County, Georgia",316835534,0.029,GA,Georgia
"Miller County, Georgia",296203211,0.027,GA,Georgia
"Brooks County, Georgia",266205124,0.024,GA,Georgia
"Irwin County, Georgia",259880021,0.024,GA,Georgia
